Rating,Ibu,Abv,Ipa,Ale,Pale,American,Lager,Imperial,Stout
1.00,13,7.50,0,1,0,0,0,0,0
3.25,24,4.50,0,1,1,1,0,0,0
3.00,0,8.00,0,1,0,0,0,0,0
2.00,35,4.30,0,1,1,1,0,0,0
3.00,17,3.90,0,0,0,0,0,0,0
3.00,8,0.40,0,0,0,0,0,0,0
3.00,0,4.70,0,1,0,1,0,0,0
4.00,68,6.80,0,0,0,1,0,0,0
3.00,100,6.80,0,0,0,0,0,0,0
2.00,0,7.00,0,0,0,1,0,0,0
1.00,0,4.50,0,1,0,0,0,0,0
4.00,25,4.50,0,0,0,0,1,0,0
2.00,20,4.50,0,0,0,0,0,0,0
4.00,20,6.60,0,1,0,0,0,0,0
3.00,30,4.30,0,0,0,0,1,0,0
4.00,0,7.90,0,0,0,1,0,0,0
4.00,25,5.00,0,1,0,1,0,0,0
3.00,0,7.00,0,0,0,1,0,0,0
2.00,0,4.30,0,1,0,1,0,0,0
2.00,24,4.80,0,0,0,0,0,0,0
1.00,0,4.00,0,0,0,0,0,0,0
5.00,38,5.60,0,1,1,1,0,0,0
4.00,65,7.20,0,0,0,1,0,0,0
3.00,22,5.50,0,0,0,0,1,0,0
2.00,0,4.70,0,0,0,0,0,0,0
2.25,0,6.00,0,0,0,0,0,0,0
3.00,0,4.60,0,1,1,1,0,0,0
3.75,40,4.40,0,0,0,0,0,0,0
4.50,45,5.60,0,0,0,1,0,0,0
